150
600
0	59
0	116
0	139
0	42
1	65
1	10
1	121
1	137
2	125
2	18
2	141
2	74
3	101
3	3
3	145
3	66
4	142
4	90
4	69
4	31
5	34
5	123
5	114
5	109
6	92
6	37
6	45
6	44
7	138
7	117
7	43
7	96
8	58
8	45
8	79
8	122
9	47
9	31
9	97
9	75
10	63
10	91
10	41
10	140
11	40
11	45
11	27
11	83
12	35
12	92
12	88
12	130
13	97
13	145
13	129
13	115
14	62
14	19
14	77
14	137
15	11
15	70
15	116
15	98
16	107
16	15
16	16
16	66
17	93
17	40
17	54
17	98
18	72
18	125
18	68
18	73
19	33
19	6
19	84
19	144
20	35
20	5
20	25
20	27
21	29
21	74
21	70
21	66
22	5
22	100
22	14
22	10
23	131
23	109
23	63
23	86
24	109
24	131
24	129
24	122
25	29
25	85
25	79
25	92
26	86
26	57
26	138
26	55
27	63
27	92
27	98
27	48
28	147
28	2
28	142
28	113
29	33
29	98
29	137
29	60
30	18
30	23
30	116
30	50
31	15
31	68
31	12
31	69
32	77
32	52
32	19
32	78
33	61
33	137
33	36
33	25
34	90
34	37
34	87
34	6
35	65
35	70
35	100
35	13
36	93
36	30
36	10
36	105
37	88
37	3
37	148
37	13
38	36
38	37
38	27
38	145
39	119
39	53
39	90
39	145
40	110
40	2
40	103
40	97
41	14
41	30
41	27
41	125
42	55
42	66
42	11
42	42
43	66
43	113
43	130
43	13
44	27
44	32
44	18
44	83
45	84
45	96
45	97
45	73
46	93
46	115
46	5
46	37
47	102
47	98
47	49
47	20
48	28
48	99
48	6
48	33
49	6
49	11
49	27
49	31
50	144
50	35
50	107
50	123
51	78
51	144
51	44
51	42
52	52
52	118
52	33
52	108
53	141
53	136
53	33
53	126
54	142
54	76
54	6
54	45
55	40
55	68
55	71
55	66
56	27
56	5
56	126
56	55
57	88
57	122
57	35
57	29
58	134
58	28
58	145
58	89
59	29
59	116
59	63
59	78
60	104
60	41
60	68
60	101
61	30
61	126
61	129
61	114
62	8
62	4
62	95
62	130
63	140
63	26
63	90
63	43
64	21
64	4
64	114
64	47
65	97
65	49
65	53
65	31
66	63
66	65
66	78
66	123
67	36
67	44
67	133
67	115
68	74
68	76
68	96
68	99
69	14
69	75
69	55
69	58
70	36
70	62
70	25
70	82
71	27
71	21
71	143
71	4
72	54
72	104
72	82
72	38
73	113
73	78
73	16
73	76
74	49
74	54
74	90
74	140
75	111
75	107
75	95
75	105
76	43
76	88
76	122
76	114
77	112
77	69
77	51
77	147
78	6
78	79
78	113
78	29
79	104
79	73
79	23
79	93
80	55
80	86
80	72
80	21
81	1
81	144
81	91
81	57
82	92
82	22
82	87
82	141
83	7
83	24
83	6
83	85
84	91
84	119
84	16
84	35
85	11
85	84
85	27
85	105
86	14
86	100
86	87
86	36
87	70
87	55
87	93
87	15
88	118
88	87
88	19
88	21
89	35
89	47
89	97
89	125
90	66
90	145
90	87
90	95
91	78
91	50
91	2
91	145
92	18
92	137
92	101
92	46
93	148
93	14
93	65
93	82
94	90
94	4
94	104
94	108
95	23
95	70
95	40
95	61
96	46
96	39
96	141
96	79
97	11
97	112
97	28
97	66
98	84
98	103
98	90
98	86
99	17
99	77
99	108
99	119
100	127
100	65
100	5
100	113
101	66
101	109
101	86
101	120
102	19
102	59
102	67
102	100
103	64
103	35
103	109
103	115
104	66
104	105
104	17
104	74
105	7
105	27
105	132
105	56
106	131
106	15
106	68
106	91
107	24
107	39
107	129
107	118
108	100
108	15
108	36
108	101
109	70
109	31
109	45
109	84
110	28
110	133
110	20
110	98
111	137
111	122
111	116
111	97
112	95
112	100
112	99
112	49
113	66
113	79
113	94
113	133
114	125
114	144
114	52
114	129
115	131
115	139
115	4
115	75
116	63
116	126
116	99
116	69
117	35
117	116
117	111
117	99
118	87
118	69
118	27
118	57
119	30
119	62
119	109
119	26
120	129
120	32
120	64
120	94
121	105
121	16
121	32
121	79
122	102
122	95
122	51
122	13
123	68
123	98
123	116
123	108
124	110
124	4
124	53
124	24
125	22
125	88
125	23
125	51
126	26
126	24
126	76
126	115
127	3
127	57
127	24
127	86
128	120
128	134
128	141
128	67
129	135
129	25
129	86
129	16
130	44
130	60
130	141
130	65
131	35
131	10
131	49
131	78
132	133
132	41
132	136
132	129
133	45
133	115
133	144
133	149
134	66
134	36
134	87
134	61
135	69
135	119
135	85
135	127
136	87
136	137
136	42
136	134
137	103
137	19
137	96
137	91
138	49
138	54
138	131
138	65
139	75
139	16
139	147
139	124
140	143
140	70
140	106
140	82
141	103
141	114
141	134
141	67
142	30
142	111
142	21
142	72
143	49
143	64
143	110
143	21
144	112
144	103
144	138
144	60
145	17
145	23
145	84
145	71
146	48
146	98
146	147
146	138
147	98
147	16
147	96
147	123
148	91
148	60
148	16
148	105
149	100
149	31
149	4
149	146
